# C = 40
#
#	t[1]= 1
#	t[2]= 3
#	t[3]= 4
#
0.2	0.00000058	0.00000330	0.00000620
0.3	0.00003219	0.00015466	0.00026466
0.4	0.00041021	0.00176041	0.00282654
0.5	0.00229057	0.00901510	0.01379729
0.6	0.00756578	0.02776113	0.04089948
0.7	0.01760403	0.06090108	0.08695158
0.8	0.03233492	0.10632849	0.14783677
0.9	0.05060729	0.15916109	0.21629340
1.0	0.07100929	0.21462803	0.28589754
1.1	0.09236882	0.26936141	0.35251203
1.2	0.11387744	0.32142262	0.41404296
1.3	0.13503650	0.36989753	0.46974261
